Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
214,11.58777778,46.0075,1725,Larix decidua*,deciduous,gymnosperm,0.329,27.6,NA,685.2115,1.207862,14.494344,1.158082,8.433333333,5.5,109.6666667,1316,135.8333333,7.566169719,NA
214,11.58777778,46.0075,1725,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.155632911,18.26619718,86.96551136,685.2115,1.207862,14.494344,1.158082,8.433333333,5.5,109.6666667,1316,135.8333333,7.566169719,30.59126758
214,11.58777778,46.0075,1725,Pinus cembra*,evergreen,gymnosperm,0.135,12.2,NA,685.2115,1.207862,14.494344,1.158082,8.433333333,5.5,109.6666667,1316,135.8333333,7.566169719,NA
214,11.58777778,46.0075,1725,Pinus sylvestris*,evergreen,gymnosperm,0.065,NA,NA,685.2115,1.207862,14.494344,1.158082,8.433333333,5.5,109.6666667,1316,135.8333333,7.566169719,NA
214,11.58777778,46.0075,1725,Sorbus aucuparia,deciduous,angiosperm,0.048,NA,65.58675,685.2115,1.207862,14.494344,1.158082,8.433333333,5.5,109.6666667,1316,135.8333333,7.566169719,NA
215,8.277222222,46.00833333,1875,Larix decidua*,deciduous,gymnosperm,0.191058366,14.03908046,39.28774038,685.2115,1.207862,14.494344,1.158082,12.65833333,12.65833333,77.83333333,934,144.5,5.369910727,14.64712301
215,8.277222222,46.00833333,1875,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.0655,3.8,NA,685.2115,1.207862,14.494344,1.158082,12.65833333,12.65833333,77.83333333,934,144.5,5.369910727,NA
215,8.277222222,46.00833333,1875,Pinus mugo (P. montana)*,evergreen,gymnosperm,0.0635,NA,NA,685.2115,1.207862,14.494344,1.158082,12.65833333,12.65833333,77.83333333,934,144.5,5.369910727,NA
215,8.277222222,46.00833333,1875,Salix caprea,deciduous,angiosperm,0.058,NA,NA,685.2115,1.207862,14.494344,1.158082,12.65833333,12.65833333,77.83333333,934,144.5,5.369910727,NA
216,1.163055556,46.00861111,625,Other broadleaves,deciduous,angiosperm,0.124333333,NA,45.96401442,689.8764,1.403538,16.842456,1.403538,11.46666667,11.46666667,86,1032,136.4166667,5.106143665,NA
216,1.163055556,46.00861111,625,Pseudotsuga menziesii*,evergreen,gymnosperm,0.351961652,23.92508961,47.6652,689.8764,1.403538,16.842456,1.403538,11.46666667,11.46666667,86,1032,136.4166667,5.106143665,5.660470079
217,5.579722222,46.01083333,975,Abies alba*,evergreen,gymnosperm,0.067731034,NA,24.50483173,702.7897,1.380646,16.567752,1.369835,8.883333333,8.883333333,99.66666667,1196,138.5833333,6.015702472,NA
217,5.579722222,46.01083333,975,Acer pseudoplatanus*,deciduous,angiosperm,0.065038462,NA,NA,702.7897,1.380646,16.567752,1.369835,8.883333333,8.883333333,99.66666667,1196,138.5833333,6.015702472,NA
217,5.579722222,46.01083333,975,Fagus sylvatica*,deciduous,angiosperm,0.068285714,NA,NA,702.7897,1.380646,16.567752,1.369835,8.883333333,8.883333333,99.66666667,1196,138.5833333,6.015702472,NA
217,5.579722222,46.01083333,975,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.428017784,31.45306859,NA,702.7897,1.380646,16.567752,1.369835,8.883333333,8.883333333,99.66666667,1196,138.5833333,6.015702472,NA
218,6.516666667,46.01111111,1225,Abies alba*,evergreen,gymnosperm,0.109,NA,NA,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
218,6.516666667,46.01111111,1225,Acer pseudoplatanus*,deciduous,angiosperm,0.13304918,NA,28.36944712,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
218,6.516666667,46.01111111,1225,Fagus sylvatica*,deciduous,angiosperm,0.086673913,NA,NA,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
218,6.516666667,46.01111111,1225,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.297579523,23.13014184,NA,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
218,6.516666667,46.01111111,1225,Sorbus aria,deciduous,angiosperm,0.074806452,NA,NA,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
218,6.516666667,46.01111111,1225,Sorbus aucuparia,deciduous,angiosperm,0.096521739,NA,15.0794575,811.0555,1.228648,14.743776,1.163105,8.466666667,5.733333333,110,1320,141,7.460775313,NA
219,6.228333333,46.01222222,1175,Abies alba*,evergreen,gymnosperm,0.094482143,NA,NA,747.0243,1.477187,17.726244,1.467237,9.066666667,9.066666667,101.3333333,1216,146.5833333,5.716571053,NA
219,6.228333333,46.01222222,1175,Acer pseudoplatanus*,deciduous,angiosperm,0.071666667,NA,72.34269259,747.0243,1.477187,17.726244,1.467237,9.066666667,9.066666667,101.3333333,1216,146.5833333,5.716571053,NA
219,6.228333333,46.01222222,1175,Fraxinus excelsior*,deciduous,angiosperm,0.054,NA,NA,747.0243,1.477187,17.726244,1.467237,9.066666667,9.066666667,101.3333333,1216,146.5833333,5.716571053,NA
219,6.228333333,46.01222222,1175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.483442186,30.76356877,NA,747.0243,1.477187,17.726244,1.467237,9.066666667,9.066666667,101.3333333,1216,146.5833333,5.716571053,NA
220,2.193611111,46.01361111,575,Betula pendula*,deciduous,angiosperm,0.0735,NA,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
220,2.193611111,46.01361111,575,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.053,NA,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
220,2.193611111,46.01361111,575,Fagus sylvatica*,deciduous,angiosperm,0.36141875,29.16404494,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
220,2.193611111,46.01361111,575,Prunus avium*,deciduous,angiosperm,0.08,NA,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
220,2.193611111,46.01361111,575,Pseudotsuga menziesii*,evergreen,gymnosperm,0.078,NA,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
220,2.193611111,46.01361111,575,Quercus petraea*,deciduous,angiosperm,0.417457143,30.17727273,NA,722.2795,1.371771,16.461252,1.371771,9.891666667,9.891666667,97.58333333,1171,137.5,5.928062661,NA
221,6.976111111,46.02611111,975,Abies alba*,evergreen,gymnosperm,0.326451232,26.22888087,NA,746.269,0.9850278,11.8203336,0.8908202,7.433333333,1.583333333,114.1666667,1370,148.3333333,9.65849785,NA
221,6.976111111,46.02611111,975,Fagus sylvatica*,deciduous,angiosperm,0.24526506,24.125,42.18808894,746.269,0.9850278,11.8203336,0.8908202,7.433333333,1.583333333,114.1666667,1370,148.3333333,9.65849785,7.129955956
221,6.976111111,46.02611111,975,Fraxinus excelsior*,deciduous,angiosperm,0.204,NA,NA,746.269,0.9850278,11.8203336,0.8908202,7.433333333,1.583333333,114.1666667,1370,148.3333333,9.65849785,NA
221,6.976111111,46.02611111,975,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.274284768,25.67236842,NA,746.269,0.9850278,11.8203336,0.8908202,7.433333333,1.583333333,114.1666667,1370,148.3333333,9.65849785,NA
221,6.976111111,46.02611111,975,Sorbus aucuparia,deciduous,angiosperm,0.150714286,NA,NA,746.269,0.9850278,11.8203336,0.8908202,7.433333333,1.583333333,114.1666667,1370,148.3333333,9.65849785,NA
222,5.8425,46.02694444,575,Abies alba*,evergreen,gymnosperm,0.331164179,24.92062937,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Acer platanoides,deciduous,angiosperm,0.066666667,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Acer pseudoplatanus*,deciduous,angiosperm,0.128285714,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Carpinus betulus*,deciduous,angiosperm,0.094285714,NA,32.60957933,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Fagus sylvatica*,deciduous,angiosperm,0.174703704,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Fraxinus excelsior*,deciduous,angiosperm,0.1515,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,NA,NA,NA,0.054,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.2515,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Sorbus aria,deciduous,angiosperm,0.146333333,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,Sorbus torminalis,deciduous,angiosperm,0.173,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,0.112,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
222,5.8425,46.02694444,575,NA,NA,NA,0.229,NA,NA,706.1079,1.466813,17.601756,1.466813,10.95,10.95,105.3333333,1264,143.8333333,5.98425142,NA
224,8.05,47.00027778,1175,Abies alba*,evergreen,gymnosperm,0.214803738,11.37586207,104.1636125,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,42.62750175
224,8.05,47.00027778,1175,Alnus incana,deciduous,angiosperm,0.112264706,8.992647059,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
224,8.05,47.00027778,1175,Fraxinus excelsior*,deciduous,angiosperm,0.083,9.9,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
224,8.05,47.00027778,1175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.152527324,10.2125,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
224,8.05,47.00027778,1175,Populus tremula*,deciduous,angiosperm,0.1055,NA,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
224,8.05,47.00027778,1175,Salix sp.,deciduous,angiosperm,0.097930233,7.916666667,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
224,8.05,47.00027778,1175,Sorbus aucuparia,deciduous,angiosperm,0.08275,8.791176471,NA,760.0124,1.323827,15.885924,1.308608,11.53636364,10.54166667,112.5833333,1351,131.9166667,7.086986777,NA
223,16.76805556,47.00027778,375,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.074666667,6.35,4.598045917,803.6242,1.381665,16.57998,1.370028,9.290909091,8.491666667,65.41666667,785,138.8333333,3.945521446,9.697790839
223,16.76805556,47.00027778,375,Pinus sylvestris*,evergreen,gymnosperm,0.255770833,20.26875,NA,803.6242,1.381665,16.57998,1.370028,9.290909091,8.491666667,65.41666667,785,138.8333333,3.945521446,NA
223,16.76805556,47.00027778,375,Quercus petraea*,deciduous,angiosperm,0.270314815,20.83007519,NA,803.6242,1.381665,16.57998,1.370028,9.290909091,8.491666667,65.41666667,785,138.8333333,3.945521446,NA
225,19.89194444,47.00027778,575,Carpinus betulus*,deciduous,angiosperm,0.203576923,22.0375,NA,289.3602,1.469745,17.63694,1.395373,12,10.93333333,43,516,143.3333333,2.438064653,NA
225,19.89194444,47.00027778,575,Fagus sylvatica*,deciduous,angiosperm,0.340176329,28.3795,NA,289.3602,1.469745,17.63694,1.395373,12,10.93333333,43,516,143.3333333,2.438064653,NA
225,19.89194444,47.00027778,575,Quercus petraea*,deciduous,angiosperm,0.39625,29.1,NA,289.3602,1.469745,17.63694,1.395373,12,10.93333333,43,516,143.3333333,2.438064653,NA
226,16.48888889,47.00055556,275,Pinus sylvestris*,evergreen,gymnosperm,0.2406,22.3,NA,496.2409,1.408701,16.904412,1.406607,11.88181818,10.89166667,60.33333333,724,139.0833333,3.56908796,NA
226,16.48888889,47.00055556,275,Quercus cerris*,deciduous,angiosperm,0.328071066,23.28957055,NA,496.2409,1.408701,16.904412,1.406607,11.88181818,10.89166667,60.33333333,724,139.0833333,3.56908796,NA
226,16.48888889,47.00055556,275,Quercus petraea*,deciduous,angiosperm,0.324701031,21.4925,NA,496.2409,1.408701,16.904412,1.406607,11.88181818,10.89166667,60.33333333,724,139.0833333,3.56908796,NA
227,19.89388889,47.00055556,575,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.189941083,18.92063492,NA,289.3606,1.469743,17.636916,1.395373,12,10.93333333,43,516,143.3333333,2.438067971,NA
228,7.226388889,47.00083333,1175,Abies alba*,evergreen,gymnosperm,0.219131783,10.14468085,NA,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,NA
228,7.226388889,47.00083333,1175,Acer pseudoplatanus*,deciduous,angiosperm,0.264392857,18.05714286,NA,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,NA
228,7.226388889,47.00083333,1175,Fagus sylvatica*,deciduous,angiosperm,0.293615703,18.78255034,NA,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,NA
228,7.226388889,47.00083333,1175,Fraxinus excelsior*,deciduous,angiosperm,0.088567568,10.0862069,NA,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,NA
228,7.226388889,47.00083333,1175,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.300504065,17.30119048,34.4438375,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,6.624989478
228,7.226388889,47.00083333,1175,Sorbus aucuparia,deciduous,angiosperm,0.0855,NA,22.22335,778.3331,1.465154,17.581848,1.465154,10.08333333,10.08333333,96.33333333,1156,141,5.47913583,NA
229,19.86277778,47.00083333,675,Carpinus betulus*,deciduous,angiosperm,0.13603125,14.00384615,8.709087118,270.1162,1.475701,17.708412,1.409131,11.97272727,10.90833333,43.33333333,520,143.3333333,2.447047953,4.571793598
229,19.86277778,47.00083333,675,Fagus sylvatica*,deciduous,angiosperm,0.20866129,18.32368421,4.2898052,270.1162,1.475701,17.708412,1.409131,11.97272727,10.90833333,43.33333333,520,143.3333333,2.447047953,1.121974237
229,19.86277778,47.00083333,675,Quercus cerris*,deciduous,angiosperm,0.188916667,21.58888889,5.384257009,270.1162,1.475701,17.708412,1.409131,11.97272727,10.90833333,43.33333333,520,143.3333333,2.447047953,1.320155885
229,19.86277778,47.00083333,675,Quercus petraea*,deciduous,angiosperm,0.216239272,20.98672566,10.16595933,270.1162,1.475701,17.708412,1.409131,11.97272727,10.90833333,43.33333333,520,143.3333333,2.447047953,2.240108799
230,-0.543888889,47.00111111,75,Carpinus betulus*,deciduous,angiosperm,0.145862573,14.56404494,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.476666667,NA,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Fagus sylvatica*,deciduous,angiosperm,0.271967742,27.73928571,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Ilex aquifolium,evergreen,angiosperm,0.0603,NA,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Other broadleaves,deciduous,angiosperm,0.06675,NA,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.434491554,29.34779116,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
230,-0.543888889,47.00111111,75,Sorbus torminalis,deciduous,angiosperm,0.103625,NA,NA,499.202,1.343255,16.11906,1.343255,11.55,11.55,59.5,714,135.4166667,3.691282246,NA
231,19.56416667,47.00166667,225,Pinus sylvestris*,evergreen,gymnosperm,0.168492848,15.88528139,10.79373677,296.5774,1.421618,17.059416,1.414423,11.77272727,10.71666667,44.83333333,538,141.8333333,2.628069644,4.032695579
232,16.64861111,47.00194444,475,Acer pseudoplatanus*,deciduous,angiosperm,0.11445098,12.52307692,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Carpinus betulus*,deciduous,angiosperm,0.103666667,11.775,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Fagus sylvatica*,deciduous,angiosperm,0.223850299,19.92882562,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Fraxinus excelsior*,deciduous,angiosperm,0.1794,21.4826087,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.148927885,12.64539877,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Pinus sylvestris*,evergreen,gymnosperm,0.231555556,20.22857143,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Prunus avium*,deciduous,angiosperm,0.179,18.5,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Quercus petraea*,deciduous,angiosperm,0.177090909,17.15,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.163,12.7,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Sorbus aria,deciduous,angiosperm,0.147,14.2,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Sorbus aucuparia,deciduous,angiosperm,0.141833333,14.47142857,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,Tilia cordata,deciduous,angiosperm,0.115333333,10.5,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
232,16.64861111,47.00194444,475,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,0.079666667,8.5,NA,452.7882,1.428648,17.143776,1.426615,11.91818182,10.925,59.41666667,713,139.25,3.465786456,NA
233,6.870555556,47.00222222,225,Alnus glutinosa*,deciduous,angiosperm,0.103692308,NA,28.73867159,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Carpinus betulus*,deciduous,angiosperm,0.089261775,13.47327586,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Corylus avellana*,deciduous,angiosperm,0.059,NA,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Fagus sylvatica*,deciduous,angiosperm,0.116,NA,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Other broadleaves,deciduous,angiosperm,0.063916667,NA,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Prunus avium*,deciduous,angiosperm,0.073,NA,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
233,6.870555556,47.00222222,225,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.209269317,21.09044118,NA,749.3904,1.223603,14.683236,1.201281,9.236363636,8.45,103.8333333,1246,130.9166667,7.071556524,NA
