Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
207,16.59722222,46.00472222,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.244733333,25.02666667,NA,NA,11.34166667,4.312339387,25.3603008,ICP
207,16.59722222,46.00472222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.369851064,30.48956522,13.37624415,1.186194984,11.34166667,4.312339387,25.3603008,ICP
207,16.59722222,46.00472222,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.3464,29,NA,NA,11.34166667,4.312339387,25.3603008,ICP
208,9.816666667,46.005,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.055,4.4,114.5001,473.1409091,6.266666667,15.36979399,23.7930912,ICP
208,9.816666667,46.005,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.263832853,18.66776119,13.8474,2.811558519,6.266666667,15.36979399,23.7930912,ICP
209,19.96583333,46.005,Populus canescens,deciduous,angiosperm,Deciduous angiosperm,0.295204918,23.82169811,NA,NA,12.55454545,2.439263541,26.08691616,ICP
209,19.96583333,46.005,Populus hybrides*,deciduous,angiosperm,Deciduous angiosperm,0.2912,24.91463415,NA,NA,12.55454545,2.439263541,26.08691616,ICP
209,19.96583333,46.005,Populus nigra*,deciduous,angiosperm,Deciduous angiosperm,0.3294,22.7,NA,NA,12.55454545,2.439263541,26.08691616,ICP
210,19.94416667,46.00527778,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.18,16.7,NA,NA,12.46363636,2.549012125,25.84471104,ICP
210,19.94416667,46.00527778,Robinia pseudoacacia*,deciduous,angiosperm,Deciduous angiosperm,0.135280549,14.3354067,4.039736965,2.083088459,12.46363636,2.549012125,25.84471104,ICP
211,12.05722222,46.00555556,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.361878924,26.54688797,NA,NA,10,6.832457491,25.51702176,ICP
212,3.970277778,46.00583333,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.1,NA,22.39371622,NA,11.30833333,3.853468596,24.67642752,ICP
212,3.970277778,46.00583333,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.075158305,11.69615385,NA,NA,11.30833333,3.853468596,24.67642752,ICP
212,3.970277778,46.00583333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.098956063,15.3519084,NA,NA,11.30833333,3.853468596,24.67642752,ICP
212,3.970277778,46.00583333,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.063,NA,15.53441406,NA,11.30833333,3.853468596,24.67642752,ICP
212,3.970277778,46.00583333,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.265918307,23.8959707,38.56689904,6.069344747,11.30833333,3.853468596,24.67642752,ICP
212,3.970277778,46.00583333,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.0848,NA,24.16389122,NA,11.30833333,3.853468596,24.67642752,ICP
213,0.627222222,46.0075,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.117836066,NA,NA,NA,12.08333333,3.992043287,24.49121184,ICP
213,0.627222222,46.0075,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.120978408,17.72393162,NA,NA,12.08333333,3.992043287,24.49121184,ICP
213,0.627222222,46.0075,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.070748977,6.744,NA,NA,12.08333333,3.992043287,24.49121184,ICP
213,0.627222222,46.0075,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.345782557,27.43136531,NA,NA,12.08333333,3.992043287,24.49121184,ICP
213,0.627222222,46.0075,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.102618421,NA,NA,NA,12.08333333,3.992043287,24.49121184,ICP
213,0.627222222,46.0075,Ilex aquifolium,evergreen,angiosperm,Evergreen angiosperm,0.072636161,6.283333333,NA,NA,12.08333333,3.992043287,24.49121184,ICP
214,11.58777778,46.0075,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.048,NA,65.58675,NA,8.433333333,7.566169719,24.0068016,ICP
214,11.58777778,46.0075,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.329,27.6,NA,NA,8.433333333,7.566169719,24.0068016,ICP
214,11.58777778,46.0075,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.155632911,18.26619718,86.96551136,30.59126758,8.433333333,7.566169719,24.0068016,ICP
214,11.58777778,46.0075,Pinus cembra*,evergreen,gymnosperm,Evergreen gymnosperm,0.135,12.2,NA,NA,8.433333333,7.566169719,24.0068016,ICP
214,11.58777778,46.0075,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.065,NA,NA,NA,8.433333333,7.566169719,24.0068016,ICP
215,8.277222222,46.00833333,Salix caprea,deciduous,angiosperm,Deciduous angiosperm,0.058,NA,NA,NA,12.65833333,5.369910727,25.5027744,ICP
215,8.277222222,46.00833333,Larix decidua*,deciduous,gymnosperm,Deciduous gymnosperm,0.191058366,14.03908046,39.28774038,14.64712301,12.65833333,5.369910727,25.5027744,ICP
215,8.277222222,46.00833333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.0655,3.8,NA,NA,12.65833333,5.369910727,25.5027744,ICP
215,8.277222222,46.00833333,Pinus mugo (P. montana)*,evergreen,gymnosperm,Evergreen gymnosperm,0.0635,NA,NA,NA,12.65833333,5.369910727,25.5027744,ICP
216,1.163055556,46.00861111,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.124333333,NA,45.96401442,NA,11.46666667,5.106143665,24.10653312,ICP
216,1.163055556,46.00861111,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.351961652,23.92508961,47.6652,5.660470079,11.46666667,5.106143665,24.10653312,ICP
217,5.579722222,46.01083333,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.065038462,NA,NA,NA,8.883333333,6.015702472,24.47696448,ICP
217,5.579722222,46.01083333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.068285714,NA,NA,NA,8.883333333,6.015702472,24.47696448,ICP
217,5.579722222,46.01083333,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.067731034,NA,24.50483173,NA,8.883333333,6.015702472,24.47696448,ICP
217,5.579722222,46.01083333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.428017784,31.45306859,NA,NA,8.883333333,6.015702472,24.47696448,ICP
218,6.516666667,46.01111111,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.13304918,NA,28.36944712,NA,8.466666667,7.460775313,24.91863264,ICP
218,6.516666667,46.01111111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.086673913,NA,NA,NA,8.466666667,7.460775313,24.91863264,ICP
218,6.516666667,46.01111111,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.074806452,NA,NA,NA,8.466666667,7.460775313,24.91863264,ICP
218,6.516666667,46.01111111,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.096521739,NA,15.0794575,NA,8.466666667,7.460775313,24.91863264,ICP
218,6.516666667,46.01111111,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.109,NA,NA,NA,8.466666667,7.460775313,24.91863264,ICP
218,6.516666667,46.01111111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.297579523,23.13014184,NA,NA,8.466666667,7.460775313,24.91863264,ICP
219,6.228333333,46.01222222,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.071666667,NA,72.34269259,NA,9.066666667,5.716571053,25.90170048,ICP
219,6.228333333,46.01222222,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.054,NA,NA,NA,9.066666667,5.716571053,25.90170048,ICP
219,6.228333333,46.01222222,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.094482143,NA,NA,NA,9.066666667,5.716571053,25.90170048,ICP
219,6.228333333,46.01222222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.483442186,30.76356877,NA,NA,9.066666667,5.716571053,25.90170048,ICP
220,2.193611111,46.01361111,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.0735,NA,NA,NA,9.891666667,5.928062661,24.32024352,ICP
220,2.193611111,46.01361111,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.053,NA,NA,NA,9.891666667,5.928062661,24.32024352,ICP
220,2.193611111,46.01361111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.36141875,29.16404494,NA,NA,9.891666667,5.928062661,24.32024352,ICP
220,2.193611111,46.01361111,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.08,NA,NA,NA,9.891666667,5.928062661,24.32024352,ICP
220,2.193611111,46.01361111,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.417457143,30.17727273,NA,NA,9.891666667,5.928062661,24.32024352,ICP
220,2.193611111,46.01361111,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.078,NA,NA,NA,9.891666667,5.928062661,24.32024352,ICP
221,6.976111111,46.02611111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.24526506,24.125,42.18808894,7.129955956,7.433333333,9.65849785,26.24363712,ICP
221,6.976111111,46.02611111,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.204,NA,NA,NA,7.433333333,9.65849785,26.24363712,ICP
221,6.976111111,46.02611111,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.150714286,NA,NA,NA,7.433333333,9.65849785,26.24363712,ICP
221,6.976111111,46.02611111,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.326451232,26.22888087,NA,NA,7.433333333,9.65849785,26.24363712,ICP
221,6.976111111,46.02611111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.274284768,25.67236842,NA,NA,7.433333333,9.65849785,26.24363712,ICP
222,5.8425,46.02694444,Acer platanoides,deciduous,angiosperm,Deciduous angiosperm,0.066666667,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.128285714,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.094285714,NA,32.60957933,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.174703704,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.1515,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.2515,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.146333333,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.173,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,Deciduous angiosperm,0.112,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.331164179,24.92062937,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,NA,NA,NA,NA,0.054,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
222,5.8425,46.02694444,NA,NA,NA,NA,0.229,NA,NA,NA,10.95,5.98425142,25.44578496,ICP
223,16.76805556,47.00027778,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.074666667,6.35,4.598045917,9.697790839,9.290909091,3.945521446,24.59094336,ICP
223,16.76805556,47.00027778,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.270314815,20.83007519,NA,NA,9.290909091,3.945521446,24.59094336,ICP
223,16.76805556,47.00027778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.255770833,20.26875,NA,NA,9.290909091,3.945521446,24.59094336,ICP
224,8.05,47.00027778,Alnus incana,deciduous,angiosperm,Deciduous angiosperm,0.112264706,8.992647059,NA,NA,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.083,9.9,NA,NA,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Populus tremula*,deciduous,angiosperm,Deciduous angiosperm,0.1055,NA,NA,NA,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Salix sp.,deciduous,angiosperm,Deciduous angiosperm,0.097930233,7.916666667,NA,NA,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.08275,8.791176471,NA,NA,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.214803738,11.37586207,104.1636125,42.62750175,11.53636364,7.086986777,23.35142304,ICP
224,8.05,47.00027778,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.152527324,10.2125,NA,NA,11.53636364,7.086986777,23.35142304,ICP
225,19.89194444,47.00027778,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.203576923,22.0375,NA,NA,12,2.438064653,25.38879552,ICP
225,19.89194444,47.00027778,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.340176329,28.3795,NA,NA,12,2.438064653,25.38879552,ICP
225,19.89194444,47.00027778,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.39625,29.1,NA,NA,12,2.438064653,25.38879552,ICP
226,16.48888889,47.00055556,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.328071066,23.28957055,NA,NA,11.88181818,3.56908796,24.60519072,ICP
226,16.48888889,47.00055556,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.324701031,21.4925,NA,NA,11.88181818,3.56908796,24.60519072,ICP
226,16.48888889,47.00055556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.2406,22.3,NA,NA,11.88181818,3.56908796,24.60519072,ICP
227,19.89388889,47.00055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.189941083,18.92063492,NA,NA,12,2.438067971,25.38879552,ICP
228,7.226388889,47.00083333,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.264392857,18.05714286,NA,NA,10.08333333,5.47913583,24.97562208,ICP
228,7.226388889,47.00083333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.293615703,18.78255034,NA,NA,10.08333333,5.47913583,24.97562208,ICP
228,7.226388889,47.00083333,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.088567568,10.0862069,NA,NA,10.08333333,5.47913583,24.97562208,ICP
228,7.226388889,47.00083333,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.0855,NA,22.22335,NA,10.08333333,5.47913583,24.97562208,ICP
228,7.226388889,47.00083333,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.219131783,10.14468085,NA,NA,10.08333333,5.47913583,24.97562208,ICP
228,7.226388889,47.00083333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.300504065,17.30119048,34.4438375,6.624989478,10.08333333,5.47913583,24.97562208,ICP
229,19.86277778,47.00083333,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.13603125,14.00384615,8.709087118,4.571793598,11.97272727,2.447047953,25.38879552,ICP
229,19.86277778,47.00083333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.20866129,18.32368421,4.2898052,1.121974237,11.97272727,2.447047953,25.38879552,ICP
229,19.86277778,47.00083333,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.188916667,21.58888889,5.384257009,1.320155885,11.97272727,2.447047953,25.38879552,ICP
229,19.86277778,47.00083333,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.216239272,20.98672566,10.16595933,2.240108799,11.97272727,2.447047953,25.38879552,ICP
230,-0.543888889,47.00111111,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.145862573,14.56404494,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.476666667,NA,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.271967742,27.73928571,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.06675,NA,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.434491554,29.34779116,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.103625,NA,NA,NA,11.55,3.691282246,23.87857536,ICP
230,-0.543888889,47.00111111,Ilex aquifolium,evergreen,angiosperm,Evergreen angiosperm,0.0603,NA,NA,NA,11.55,3.691282246,23.87857536,ICP
231,19.56416667,47.00166667,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.168492848,15.88528139,10.79373677,4.032695579,11.77272727,2.628069644,25.10384832,ICP
232,16.64861111,47.00194444,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.11445098,12.52307692,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.103666667,11.775,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.223850299,19.92882562,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.1794,21.4826087,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.179,18.5,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.177090909,17.15,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.163,12.7,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.147,14.2,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.141833333,14.47142857,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.115333333,10.5,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,Deciduous angiosperm,0.079666667,8.5,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.148927885,12.64539877,NA,NA,11.91818182,3.465786456,24.6479328,ICP
232,16.64861111,47.00194444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.231555556,20.22857143,NA,NA,11.91818182,3.465786456,24.6479328,ICP
233,6.870555556,47.00222222,Alnus glutinosa*,deciduous,angiosperm,Deciduous angiosperm,0.103692308,NA,28.73867159,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.089261775,13.47327586,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.059,NA,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.116,NA,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.063916667,NA,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.073,NA,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.209269317,21.09044118,NA,NA,9.236363636,7.071556524,23.16620736,ICP
233,6.870555556,47.00222222,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.0664,NA,NA,NA,9.236363636,7.071556524,23.16620736,ICP
234,21.34138889,47.00277778,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.277733696,21.50652174,12.49803406,2.092391527,12.38181818,2.628789216,25.10384832,ICP
235,25.44833333,47.00277778,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.242958904,15.86262626,NA,NA,10,4.6063203,22.31136576,ICP
236,13.88083333,47.00305556,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.105,8.3,NA,NA,9.181818182,5.325114825,23.26593888,ICP
236,13.88083333,47.00305556,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.068083333,7.466666667,NA,NA,9.181818182,5.325114825,23.26593888,ICP
236,13.88083333,47.00305556,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.142,5.575,NA,NA,9.181818182,5.325114825,23.26593888,ICP
