H,Database
23.76666667,ICP
18.08403614,ICP
30.19186047,ICP
22.22744015,ICP
26.04444444,ICP
16.9,ICP
22.31639344,ICP
22.440625,ICP
3.4,ICP
12.14,ICP
25.78,ICP
21.24347826,ICP
13.43333333,ICP
4.3,ICP
19.32443182,ICP
15.225,ICP
19.82163009,ICP
34.2,ICP
24.93114754,ICP
22.8912037,ICP
31.4,ICP
11.4884058,ICP
11.73104305,ICP
12.56363636,ICP
7.966666667,ICP
24.93650794,ICP
11.83,ICP
15.70963855,ICP
11.91,ICP
24.45850144,ICP
17.07272727,ICP
10.6,ICP
32.8,ICP
30.49210526,ICP
27.46,ICP
23.6,ICP
8.904534606,ICP
32.24703704,ICP
7.132432432,ICP
9.511111111,ICP
32.25530973,ICP
27.3,ICP
23.95,ICP
24.36363636,ICP
25.31836735,ICP
29.7,ICP
26.50285714,ICP
28.86666667,ICP
12.15777778,ICP
16.375,ICP
NA,ICP
16.36910112,ICP
NA,ICP
21.95517241,ICP
26.19566929,ICP
NA,ICP
4.4,ICP
NA,ICP
10.13333333,ICP
NA,ICP
14.56666667,ICP
13.53333333,ICP
10.5837727,ICP
5.223076923,ICP
5.625,ICP
6.766666667,ICP
22.74646465,ICP
21.228125,ICP
22.7,ICP
13.57272727,ICP
NA,ICP
27.18784314,ICP
21.34810127,ICP
11.2,ICP
17.1,ICP
15.632,ICP
20.96,ICP
27.42,ICP
23.8231405,ICP
NA,ICP
NA,ICP
13.7,ICP
10.02280891,ICP
11.9875,ICP
21.63035714,ICP
NA,ICP
31.06812749,ICP
19.98,ICP
19.55625,ICP
18.25588235,ICP
18.86,ICP
31.45789474,ICP
12.45384615,ICP
9.533333333,ICP
8.372727273,ICP
9.114736842,ICP
5.95,ICP
5.3,ICP
7.8875,ICP
12.81278027,ICP
7.222222222,ICP
7.725,ICP
4.9,ICP
22.5625,ICP
22.61734694,ICP
28.77307692,ICP
12.57391304,ICP
16.91456311,ICP
13.95835544,ICP
26.53333333,ICP
20.11764706,ICP
21.63571429,ICP
35.325,ICP
28.0494186,ICP
29.2,ICP
33.075,ICP
NA,ICP
8.233333333,ICP
6.25,ICP
4.464705882,ICP
NA,ICP
5.6,ICP
3.91,ICP
7.584037559,ICP
5.691304348,ICP
6.966666667,ICP
6.027358491,ICP
24.36600791,ICP
17.65714286,ICP
24.66363636,ICP
24.88369565,ICP
5.266666667,ICP
9.310416667,ICP
14.53947368,ICP
29.96041667,ICP
22.56,ICP
25.02666667,ICP
30.48956522,ICP
29,ICP
4.4,ICP
18.66776119,ICP
23.82169811,ICP
24.91463415,ICP
22.7,ICP
16.7,ICP
14.3354067,ICP
26.54688797,ICP
NA,ICP
11.69615385,ICP
15.3519084,ICP
NA,ICP
23.8959707,ICP
NA,ICP
NA,ICP
17.72393162,ICP
6.283333333,ICP
6.744,ICP
27.43136531,ICP
NA,ICP
27.6,ICP
18.26619718,ICP
12.2,ICP
NA,ICP
NA,ICP
14.03908046,ICP
3.8,ICP
NA,ICP
NA,ICP
NA,ICP
23.92508961,ICP
NA,ICP
NA,ICP
NA,ICP
31.45306859,ICP
NA,ICP
NA,ICP
NA,ICP
23.13014184,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
30.76356877,ICP
NA,ICP
NA,ICP
29.16404494,ICP
NA,ICP
NA,ICP
30.17727273,ICP
26.22888087,ICP
24.125,ICP
NA,ICP
25.67236842,ICP
NA,ICP
24.92062937,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
11.37586207,ICP
8.992647059,ICP
9.9,ICP
10.2125,ICP
NA,ICP
7.916666667,ICP
8.791176471,ICP
6.35,ICP
20.26875,ICP
20.83007519,ICP
22.0375,ICP
28.3795,ICP
29.1,ICP
22.3,ICP
23.28957055,ICP
21.4925,ICP
18.92063492,ICP
10.14468085,ICP
18.05714286,ICP
18.78255034,ICP
10.0862069,ICP
17.30119048,ICP
NA,ICP
14.00384615,ICP
18.32368421,ICP
21.58888889,ICP
20.98672566,ICP
14.56404494,ICP
NA,ICP
27.73928571,ICP
NA,ICP
NA,ICP
29.34779116,ICP
NA,ICP
15.88528139,ICP
12.52307692,ICP
11.775,ICP
19.92882562,ICP
21.4826087,ICP
12.64539877,ICP
20.22857143,ICP
18.5,ICP
17.15,ICP
12.7,ICP
14.2,ICP
14.47142857,ICP
10.5,ICP
8.5,ICP
NA,ICP
13.47327586,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.09044118,ICP
NA,ICP
21.50652174,ICP
15.86262626,ICP
24.25555556,ICP
29.10941704,ICP
NA,ICP
25.83333333,ICP
22.775,ICP
18.95833333,ICP
5.575,ICP
8.3,ICP
21.344,ICP
7.466666667,ICP
10.0047619,ICP
9.326086957,ICP
9.085714286,ICP
16.5744186,ICP
14.17522936,ICP
10.74067797,ICP
18.16666667,ICP
32.58114286,ICP
19.75,ICP
31.275,ICP
31.19259259,ICP
27.75,ICP
29.49375,ICP
NA,ICP
13.05505618,ICP
NA,ICP
28.84094203,ICP
NA,ICP
36.18235294,ICP
5.58,ICP
39.5,ICP
37.2,ICP
13.98076923,ICP
26.71,ICP
25.8,ICP
22.575,ICP
24.50153846,ICP
14.725,ICP
12.68301887,ICP
NA,ICP
20.585,ICP
NA,ICP
29.52094862,ICP
30.4,ICP
39.63090909,ICP
37.35694444,ICP
26.5009434,ICP
19.72834646,ICP
NA,ICP
21.12819149,ICP
36.33333333,ICP
31,ICP
10.67619048,ICP
23.05,ICP
26.43333333,ICP
26.37885533,ICP
25.725,ICP
18.2380597,ICP
33.06666667,ICP
35.70073801,ICP
35,ICP
8.466666667,ICP
4.9,ICP
38.33333333,ICP
28.3,ICP
23.16118068,ICP
NA,ICP
NA,ICP
13.50333333,ICP
NA,ICP
NA,ICP
30.06444444,ICP
NA,ICP
28.17792848,ICP
27.24166667,ICP
16.75943775,ICP
20.08181818,ICP
16.25480034,ICP
16.25822785,ICP
17.19166667,ICP
23.78705584,ICP
17.45,ICP
25.25428571,ICP
15.54444444,ICP
NA,ICP
21.36610169,ICP
NA,ICP
18.23375,ICP
15.61328671,ICP
NA,ICP
NA,ICP
25.06752768,ICP
NA,ICP
NA,ICP
24.2445614,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
27.75336134,ICP
NA,ICP
NA,ICP
NA,ICP
27.27650273,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.64569288,ICP
22.59878049,ICP
NA,ICP
13.5,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
20.8,ICP
21.42181818,ICP
NA,ICP
NA,ICP
NA,ICP
21.85,ICP
22.0037037,ICP
NA,ICP
21.82195122,ICP
5.8,ICP
7.95,ICP
27.07734375,ICP
30.5,ICP
27,ICP
30.30964286,ICP
31.02093023,ICP
NA,ICP
14.73035714,ICP
24.35823293,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
12.69,ICP
NA,ICP
19.6198556,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
10.31333333,ICP
NA,ICP
22.18555957,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
11.05172414,ICP
NA,ICP
NA,ICP
20.03391608,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.58949275,ICP
NA,ICP
15.15141243,ICP
NA,ICP
8.466666667,ICP
6.2,ICP
NA,ICP
10.855,ICP
23.58461538,ICP
NA,ICP
NA,ICP
23.875,ICP
NA,ICP
7,ICP
22.16089109,ICP
6.916037736,ICP
23.09142857,ICP
28.86,ICP
23.34309211,ICP
30.17955801,ICP
17.3,ICP
NA,ICP
NA,ICP
18.80111111,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
25.64296875,ICP
NA,ICP
NA,ICP
33.59246862,ICP
32.7,ICP
6.4,ICP
32.22857143,ICP
31.55,ICP
28.19145729,ICP
29.56875,ICP
18.83807107,ICP
20.9,ICP
30.54791667,ICP
32.27777778,ICP
NA,ICP
NA,ICP
NA,ICP
15.16960784,ICP
NA,ICP
NA,ICP
25.3811245,ICP
28.2,ICP
NA,ICP
NA,ICP
21.57962963,ICP
NA,ICP
NA,ICP
31.0768,ICP
27.3,ICP
17.28148148,ICP
20.40925926,ICP
28.2467433,ICP
NA,ICP
NA,ICP
NA,ICP
21.03793103,ICP
NA,ICP
28.44962687,ICP
17.36938776,ICP
NA,ICP
28.2027451,ICP
18.56134454,ICP
24.54166667,ICP
27.80701754,ICP
24.49217877,ICP
13.56551724,ICP
21.54090909,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
27.64772727,ICP
29.70731707,ICP
NA,ICP
27.95197368,ICP
30.6662963,ICP
NA,ICP
8.55,ICP
10.98666667,ICP
NA,ICP
NA,ICP
NA,ICP
28.54701493,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
7.36,ICP
28.85096154,ICP
28.24038462,ICP
NA,ICP
23.02125749,ICP
25.61964286,ICP
NA,ICP
NA,ICP
NA,ICP
20.25897436,ICP
18.50035587,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
14.63043478,ICP
22.38942308,ICP
NA,ICP
NA,ICP
13.89530201,ICP
NA,ICP
24.96533865,ICP
NA,ICP
NA,ICP
14.38679245,ICP
NA,ICP
NA,ICP
NA,ICP
27.26079137,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
22.65598592,ICP
NA,ICP
NA,ICP
NA,ICP
9.082,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.71521739,ICP
NA,ICP
NA,ICP
NA,ICP
28.18398438,ICP
23.49473684,ICP
30.93030303,ICP
NA,ICP
21.00322581,ICP
9.85,ICP
32.83917526,ICP
10.25,ICP
19.69285714,ICP
16.52105263,ICP
22.3026738,ICP
NA,ICP
14.45,ICP
31.71666667,ICP
35.1,ICP
27.91538462,ICP
26.39473684,ICP
38.38333333,ICP
38.04035088,ICP
35.5,ICP
10.5,ICP
NA,ICP
21.61216216,ICP
29.95,ICP
10.35,ICP
18.38571429,ICP
15,ICP
18.23728814,ICP
27.38137931,ICP
9.2,ICP
10.35,ICP
31.044,ICP
30.7,ICP
9.666666667,ICP
6.3,ICP
32.4520202,ICP
19.46,ICP
19.55232068,ICP
23.21666667,ICP
6.72,ICP
20.31929825,ICP
15.15,ICP
19.23303965,ICP
33.49387755,ICP
NA,ICP
23.32333333,ICP
32.33703704,ICP
36.41594203,ICP
24.04353741,ICP
NA,ICP
NA,ICP
25.93440367,ICP
22.83333333,ICP
22.125,ICP
32.09220183,ICP
NA,ICP
26.17212276,ICP
NA,ICP
13.86802326,ICP
16.5,ICP
20.60857143,ICP
20.13009709,ICP
NA,ICP
21.06578947,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
17.59885057,ICP
24.1,ICP
NA,ICP
14.63,ICP
NA,ICP
NA,ICP
14.93181818,ICP
NA,ICP
NA,ICP
25.31049383,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
18.10215827,ICP
28.54393939,ICP
18.74931507,ICP
NA,ICP
NA,ICP
NA,ICP
25.015625,ICP
29.80181818,ICP
NA,ICP
25.80645161,ICP
23.28034483,ICP
NA,ICP
NA,ICP
29.63372093,ICP
32.33076923,ICP
31.75384615,ICP
30.76,ICP
28.25,ICP
25.33759398,ICP
NA,ICP
NA,ICP
30.11176471,ICP
NA,ICP
29.35820896,ICP
NA,ICP
NA,ICP
27.35151515,ICP
NA,ICP
NA,ICP
NA,ICP
30.1,ICP
27.35,ICP
29.71686747,ICP
29.75185185,ICP
NA,ICP
NA,ICP
NA,ICP
21.49166667,ICP
NA,ICP
NA,ICP
NA,ICP
22.5,ICP
17.4,ICP
NA,ICP
28.44418605,ICP
19.49033816,ICP
23.76666667,ICP
13.50783505,ICP
20.61428571,ICP
18,ICP
20.42,ICP
18.575,ICP
NA,ICP
30.49583333,ICP
24.25,ICP
28.62461538,ICP
31.22679045,ICP
35.88333333,ICP
24.2,ICP
21.68,ICP
25.48,ICP
24.1,ICP
NA,ICP
28.65,ICP
25.89898649,ICP
21.03615635,ICP
16.41875,ICP
30.75228426,ICP
15.69924812,ICP
17.13050847,ICP
6.85,ICP
32.2,ICP
30.80645161,ICP
16.01454545,ICP
17.3,ICP
27.21470588,ICP
17.52631579,ICP
22.49122807,ICP
NA,ICP
23,ICP
21,ICP
NA,ICP
NA,ICP
20.75,ICP
NA,ICP
21.96153846,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
24,ICP
NA,ICP
21.33333333,ICP
NA,ICP
23.14473684,ICP
6.733333333,ICP
8.917730496,ICP
25.4,ICP
10.9,ICP
21.79033079,ICP
4.65,ICP
NA,ICP
22,ICP
22.21428571,ICP
NA,ICP
21,ICP
NA,ICP
21.15666667,ICP
NA,ICP
NA,ICP
20.99444444,ICP
26,ICP
NA,ICP
30.72151899,ICP
NA,ICP
NA,ICP
21,ICP
23.31034483,ICP
23.28333333,ICP
NA,ICP
22.5,ICP
NA,ICP
30.12808989,ICP
NA,ICP
20.34375,ICP
20.56,ICP
23.6,ICP
NA,ICP
20.56666667,ICP
NA,ICP
18,ICP
NA,ICP
NA,ICP
NA,ICP
20.66666667,ICP
22.5,ICP
NA,ICP
NA,ICP
20.5,ICP
19.83146067,ICP
NA,ICP
16.5,ICP
17.75,ICP
NA,ICP
NA,ICP
NA,ICP
19.19230769,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
23.5,ICP
NA,ICP
NA,ICP
NA,ICP
18.5,ICP
25.64814815,ICP
NA,ICP
NA,ICP
18.5,ICP
NA,ICP
23.72413793,ICP
19.84756098,ICP
8.8,ICP
7.023076923,ICP
24.60952381,ICP
2.7,ICP
21.5,ICP
23.66666667,ICP
24.90679245,ICP
20.25,ICP
NA,ICP
29.53023256,ICP
17.856,ICP
17.77869822,ICP
27.89353448,ICP
NA,ICP
NA,ICP
NA,ICP
21.11059908,ICP
8.1,ICP
22.16244131,ICP
20.87333333,ICP
22.61818182,ICP
16.99803922,ICP
17.68888889,ICP
19.94358974,ICP
23,ICP
24.95,ICP
22.69109589,ICP
22.91111111,ICP
19,ICP
37.09435897,ICP
12.37083333,ICP
29.38804348,ICP
9.441232227,ICP
30.27777778,ICP
7.361904762,ICP
29.74358974,ICP
30.14736842,ICP
24.58761062,ICP
32.26153846,ICP
32.67857143,ICP
31.8,ICP
30.23333333,ICP
9.57,ICP
29.22741935,ICP
7.75,ICP
7.195,ICP
30.99545455,ICP
15.85584416,ICP
27.53606557,ICP
35.33333333,ICP
31.42,ICP
28.29207921,ICP
32.93333333,ICP
8.467241379,ICP
35.11436464,ICP
5.5,ICP
21.1056042,ICP
25.85,ICP
23.63888889,ICP
22.60802168,ICP
NA,ICP
15.8462585,ICP
NA,ICP
NA,ICP
23.50329218,ICP
17.34835616,ICP
25.13888889,ICP
NA,ICP
20.84107143,ICP
32.79411765,ICP
32.0125,ICP
14.79716981,ICP
12.5,ICP
14,ICP
9.740601504,ICP
27.375,ICP
29.375,ICP
8.666666667,ICP
10.6875,ICP
29.4375,ICP
22.41463415,ICP
16.90625,ICP
23.56685289,ICP
9.346153846,ICP
8.625,ICP
7.87755102,ICP
18.58974359,ICP
32,ICP
30.29411765,ICP
9,ICP
26.53295455,ICP
6.952380952,ICP
39.64673913,ICP
4.25,ICP
32.375,ICP
10.95833333,ICP
6,ICP
7,ICP
11.75,ICP
14.94444444,ICP
6.535714286,ICP
14.75205479,ICP
17.14285714,ICP
22.83236994,ICP
12.70833333,ICP
9.2,ICP
7.3,ICP
15.05,ICP
11.91666667,ICP
6.333333333,ICP
19.88925,ICP
8.993506494,ICP
12.16666667,ICP
5,ICP
7.9,ICP
29.83333333,ICP
8.25,ICP
35.44791667,ICP
41.83333333,ICP
43.5,ICP
15.68478261,ICP
11.91666667,ICP
11.13095238,ICP
28.625,ICP
30.70918367,ICP
33.08333333,ICP
26,ICP
7.25,ICP
NA,ICP
NA,ICP
22.9,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
23.55,ICP
NA,ICP
NA,ICP
30,ICP
25.15517241,ICP
34.03333333,ICP
30.057,ICP
26.84285714,ICP
22.41666667,ICP
NA,ICP
NA,ICP
NA,ICP
24.45652174,ICP
25,ICP
NA,ICP
NA,ICP
NA,ICP
18.41666667,ICP
NA,ICP
22.72222222,ICP
26.05,ICP
NA,ICP
NA,ICP
30.6375,ICP
27.754,ICP
19.25,ICP
26.03205128,ICP
NA,ICP
NA,ICP
21.76333333,ICP
22.36142857,ICP
NA,ICP
NA,ICP
NA,ICP
20.88333333,ICP
NA,ICP
26.71084337,ICP
NA,ICP
NA,ICP
19,ICP
22.31034483,ICP
27.74612546,ICP
24.77258065,ICP
13.70136054,ICP
12.73333333,ICP
32.20142857,ICP
28.05,ICP
11.775,ICP
24.25853659,ICP
23.76666667,ICP
25.95,ICP
29.03333333,ICP
22.2,ICP
17.05,ICP
29.05542169,ICP
29.75,ICP
33.60526316,ICP
NA,ICP
32.675,ICP
25,ICP
30.31709402,ICP
19.98333333,ICP
NA,ICP
NA,ICP
36.42015504,ICP
38.48333333,ICP
34.39855072,ICP
NA,ICP
NA,ICP
22.5,ICP
22,ICP
26.47931034,ICP
NA,ICP
21.31666667,ICP
25.375,ICP
NA,ICP
31.89583333,ICP
25,ICP
NA,ICP
21.25,ICP
NA,ICP
19.53571429,ICP
15.73333333,ICP
16.45,ICP
16.64333333,ICP
18.66888889,ICP
NA,ICP
21.00888889,ICP
NA,ICP
NA,ICP
26.815,ICP
NA,ICP
NA,ICP
NA,ICP
23.22413793,ICP
21.10606061,ICP
NA,ICP
22.63333333,ICP
23.85555556,ICP
16.98333333,ICP
NA,ICP
24.53333333,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
25.46666667,ICP
NA,ICP
16.36666667,ICP
NA,ICP
16.62068966,ICP
13,ICP
13.25,ICP
NA,ICP
17.42108434,ICP
28.01185771,ICP
23,ICP
NA,ICP
NA,ICP
22.24137931,ICP
32.99413408,ICP
26.5,ICP
27.88607595,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
25.65,ICP
NA,ICP
28.02777778,ICP
17.5,ICP
NA,ICP
23.44642857,ICP
18,ICP
24.46666667,ICP
26.5,ICP
26.69285714,ICP
23.5,ICP
24.5,ICP
23.78571429,ICP
28.29230769,ICP
24.68529412,ICP
24.62176471,ICP
26.72745763,ICP
26.4078125,ICP
NA,ICP
NA,ICP
NA,ICP
20.45878788,ICP
17.46390625,ICP
19.69552239,ICP
23.96315789,ICP
NA,ICP
20.3,ICP
17.6,ICP
28.225,ICP
NA,ICP
29.47272727,ICP
24.55,ICP
NA,ICP
31.83529412,ICP
NA,ICP
28.312,ICP
38.7,ICP
22.425,ICP
24.22746479,ICP
26.3375,ICP
26.5,ICP
31.15,ICP
28.97727273,ICP
17.34229692,ICP
22.77842105,ICP
23.72263158,ICP
21.03071161,ICP
10.5,ICP
26.31906615,ICP
24,ICP
20.875,ICP
24.42159763,ICP
9,ICP
11.5,ICP
6,ICP
20.94108527,ICP
7.642857143,ICP
7.125,ICP
24.59852071,ICP
NA,ICP
NA,ICP
16.38313725,ICP
11.9,ICP
NA,ICP
18.3719697,ICP
10.33333333,ICP
14.55080645,ICP
17.61027714,ICP
28.7,ICP
18.24623016,ICP
29.14456476,ICP
29.9,ICP
31.56697674,ICP
34.06,ICP
34.85,ICP
32.75353982,ICP
33.94,ICP
19.6,ICP
29.6,ICP
13.16666667,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
23.88684211,ICP
21.5,ICP
NA,ICP
22.5,ICP
21.92592593,ICP
15.1875,ICP
13.775,ICP
23.69185751,ICP
16,ICP
19.72413793,ICP
22.00224719,ICP
NA,ICP
NA,ICP
19.20222222,ICP
NA,ICP
16.79,ICP
14.1,ICP
23.97816092,ICP
NA,ICP
21.25,ICP
NA,ICP
NA,ICP
21.25955056,ICP
NA,ICP
23,ICP
22.83333333,ICP
22.625,ICP
24.27111111,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.47786885,ICP
NA,ICP
17.15555556,ICP
21.25294118,ICP
30.1699115,ICP
30.40952381,ICP
NA,ICP
18.65,ICP
32.60484848,ICP
NA,ICP
NA,ICP
20.5,ICP
20.85714286,ICP
NA,ICP
20.28470588,ICP
NA,ICP
15.5,ICP
21.68390805,ICP
16.5,ICP
31.8631068,ICP
29.54375,ICP
25.94645161,ICP
28.11351351,ICP
26.99607843,ICP
32.76818182,ICP
23.96,ICP
27.39375,ICP
21.975,ICP
17.73888889,ICP
NA,ICP
17.4,ICP
NA,ICP
NA,ICP
NA,ICP
21.5,ICP
20.33333333,ICP
18.22111111,ICP
22.4,ICP
28.48571429,ICP
36.4,ICP
35.7535124,ICP
NA,ICP
NA,ICP
22.98888889,ICP
NA,ICP
NA,ICP
27.24395604,ICP
NA,ICP
24.4937037,ICP
NA,ICP
20.20689655,ICP
NA,ICP
22,ICP
NA,ICP
19.84777778,ICP
NA,ICP
23.5,ICP
20.74431818,ICP
18.5,ICP
18,ICP
19.7,ICP
12.42857143,ICP
NA,ICP
21.25384615,ICP
8.45,ICP
25.7045977,ICP
6.008275862,ICP
7.6,ICP
6.185714286,ICP
22.5375,ICP
23.9009828,ICP
21.50833333,ICP
22.1,ICP
20.975,ICP
18.7031746,ICP
11.625,ICP
18.06666667,ICP
24.79818182,ICP
26.025,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.67428571,ICP
18.9125,ICP
15.60555556,ICP
20.16242775,ICP
8.25,ICP
7.409836066,ICP
16.725,ICP
16.0192,ICP
12.96690647,ICP
7.851190476,ICP
17.65,ICP
8.933333333,ICP
16.53730159,ICP
8.895833333,ICP
10.93333333,ICP
22.7,ICP
22.68,ICP
NA,ICP
NA,ICP
NA,ICP
22.88275862,ICP
9,ICP
26.0627907,ICP
21.65222222,ICP
26.78125,ICP
NA,ICP
24.5,ICP
NA,ICP
24.46,ICP
22.02631579,ICP
15,ICP
10.98387097,ICP
9.524096386,ICP
24.34213483,ICP
17.25,ICP
19.99705882,ICP
19.4,ICP
23.65,ICP
14.7845092,ICP
28.74314928,ICP
24.5,ICP
22.25,ICP
21.40900621,ICP
15.4,ICP
29.79433962,ICP
16.47216495,ICP
16.55555556,ICP
20.35256798,ICP
10.44545455,ICP
7.55,ICP
NA,ICP
23.94333333,ICP
17.5,ICP
17.75862069,ICP
23.72444444,ICP
18.32008734,ICP
18.52777778,ICP
NA,ICP
15.7,ICP
20.06966292,ICP
NA,ICP
20.31111111,ICP
NA,ICP
NA,ICP
24.86923077,ICP
9.503448276,ICP
NA,ICP
21.07888889,ICP
13.9,ICP
23.9,ICP
23.83546798,ICP
6.9,ICP
19.33555556,ICP
20.16071429,ICP
NA,ICP
20.01538462,ICP
18.78649533,ICP
8.489622642,ICP
8.15,ICP
NA,ICP
NA,ICP
21.55777778,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
24.5,ICP
NA,ICP
27,ICP
36.4,ICP
NA,ICP
25.625,ICP
NA,ICP
NA,ICP
28.72162162,ICP
NA,ICP
20.34385965,ICP
20.97234043,ICP
17.00337079,ICP
18.6,ICP
7.4,ICP
13.892,ICP
9.4,ICP
19.04347826,ICP
NA,ICP
16.46236559,ICP
NA,ICP
7.8,ICP
18.9,ICP
23.69857143,ICP
NA,ICP
6.625,ICP
18.98684211,ICP
20.68731707,ICP
NA,ICP
18.36,ICP
14.7,ICP
8.466666667,ICP
7.2,ICP
19.72121212,ICP
6.222222222,ICP
5.764,ICP
6.1,ICP
5.8,ICP
24.82234043,ICP
5.64,ICP
5.985714286,ICP
5.9,ICP
23.34213198,ICP
5.566666667,ICP
7.163636364,ICP
7.05,ICP
NA,ICP
7.614285714,ICP
26.06647727,ICP
6.771794872,ICP
7.375,ICP
26.9,ICP
28.56976744,ICP
6.611111111,ICP
22.5130597,ICP
22.86732394,ICP
30.48448276,ICP
17.16290323,ICP
19.4410596,ICP
22.37626527,ICP
6.25,ICP
16.41322957,ICP
NA,ICP
9.116666667,ICP
NA,ICP
NA,ICP
16.55,ICP
21.7,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
18.76,ICP
NA,ICP
15.58285714,ICP
NA,ICP
NA,ICP
NA,ICP
24.5,ICP
19,ICP
23.28295455,ICP
NA,ICP
NA,ICP
28,ICP
23.37931034,ICP
NA,ICP
24.03888889,ICP
18.03555556,ICP
NA,ICP
NA,ICP
28.67222222,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
21.16777778,ICP
NA,ICP
NA,ICP
NA,ICP
24.87594937,ICP
29,ICP
NA,ICP
22.68333333,ICP
23.14666667,ICP
13,ICP
14.06989247,ICP
7.5,ICP
21,ICP
NA,ICP
23,ICP
20.19444444,ICP
NA,ICP
25.04266667,ICP
NA,ICP
NA,ICP
24.33333333,ICP
13.875,ICP
22.35483871,ICP
26.67647059,ICP
31,ICP
NA,ICP
21.33333333,ICP
12.4,ICP
13.1,ICP
9.215789474,ICP
8,ICP
8.566666667,ICP
8.9,ICP
26.07182045,ICP
NA,ICP
12.81666667,ICP
NA,ICP
24.875,ICP
25.40384615,ICP
NA,ICP
NA,ICP
12.16666667,ICP
24.02888889,ICP
NA,ICP
NA,ICP
NA,ICP
20.5,ICP
NA,ICP
NA,ICP
21.80555556,ICP
19.86666667,ICP
NA,ICP
NA,ICP
26.51222222,ICP
NA,ICP
NA,ICP
29.5,ICP
NA,ICP
27.05555556,ICP
31.5,ICP
NA,ICP
NA,ICP
NA,ICP
17.21888889,ICP
16.2,ICP
19.15,ICP
NA,ICP
19.75,ICP
21.24555556,ICP
22.71666667,ICP
12.55909091,ICP
6.971428571,ICP
4.2,ICP
10.54285714,ICP
25.66333333,ICP
26.48981481,ICP
8.423076923,ICP
NA,ICP
NA,ICP
21.08,ICP
23.85666667,ICP
NA,ICP
17.08333333,ICP
NA,ICP
18.05116279,ICP
6.533333333,ICP
6.2,ICP
25.03137255,ICP
5.35,ICP
6.74,ICP
3.9,ICP
11.64285714,ICP
10.16759259,ICP
14.74444444,ICP
27.44299517,ICP
7.8,ICP
7.440909091,ICP
8.525,ICP
22.93478261,ICP
21.85,ICP
22.55493827,ICP
29.68,ICP
8.9,ICP
10.7,ICP
20.03478261,ICP
31.3,ICP
27.98139535,ICP
24.35,ICP
26.4,ICP
22.33766234,ICP
26.2,ICP
NA,ICP
24.39545455,ICP
18.5,ICP
17.332,ICP
29,ICP
19.63103448,ICP
31.98333333,ICP
23.31176471,ICP
15.26862745,ICP
19.85,ICP
NA,ICP
9.75,ICP
7.4,ICP
28.13030303,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
34.01028278,ICP
NA,ICP
22.15,ICP
NA,ICP
29.35172414,ICP
15.2,ICP
19.93666667,ICP
18,ICP
NA,ICP
NA,ICP
17.59473684,ICP
26.4,ICP
26.43264463,ICP
24.5,ICP
27.4962963,ICP
24.47142857,ICP
26.47954545,ICP
NA,ICP
NA,ICP
21.38333333,ICP
NA,ICP
24.82333333,ICP
NA,ICP
19.89222222,ICP
24.5,ICP
26.87931034,ICP
NA,ICP
8.15,ICP
NA,ICP
28.2,ICP
5.65,ICP
25.9,ICP
5.3,ICP
26.11298246,ICP
29.4,ICP
6.4,ICP
NA,ICP
NA,ICP
NA,ICP
NA,ICP
25.877,ICP
