Site,longitude,latitude,Year,MAT,vpd,CO2,ppfd,Elevation,,Year,MAT,vpd,CO2,ppfd,Elevation
1,-68.21666667,-54.2,01/01/2000,9.3,440.0741419,365.73935,1213.704104,244,,01/01/2000,1,237.5492575,365.73935,296.8010035,360
0,0,0,01/02/2000,8.9,431.9994263,366.0757,919.1256883,244,,01/02/2000,2,261.7331144,366.0757,442.8079488,360
0,0,0,01/03/2000,7.4,375.6800692,366.5558,678.4022938,244,,01/03/2000,5.2,338.3977834,366.5558,757.9025626,360
0,0,0,01/04/2000,5.1,305.551886,367.2937,364.1625216,244,,01/04/2000,8.3,444.809431,367.2937,938.6160768,360
0,0,0,01/05/2000,2.9,244.4164215,368.03515,169.6005734,244,,01/05/2000,12.1,599.2499583,368.03515,1113.003763,360
0,0,0,01/06/2000,0.9,208.4706473,367.5628,82.0647936,244,,01/06/2000,15.3,733.3344046,367.5628,1133.519962,360
0,0,0,01/07/2000,0.7,209.3976896,366.9831,100.7003405,244,,01/07/2000,18.2,838.3952769,366.9831,1128.903817,360
0,0,0,01/08/2000,1.5,239.8700587,366.19695,201.400681,244,,01/08/2000,17.7,810.5153608,366.19695,1038.803512,360
0,0,0,01/09/2000,3.1,280.1869019,365.55685,507.7759104,244,,01/09/2000,14.1,636.3611358,365.55685,861.6803328,360
0,0,0,01/10/2000,5.2,337.3176364,365.68045,890.4030106,244,,01/10/2000,9.9,467.0193641,365.68045,614.8020787,360
0,0,0,01/11/2000,6.8,380.4868104,366.36865,1133.519962,244,,01/11/2000,5.2,313.0751753,366.36865,353.9044224,360
0,0,0,01/12/2000,8.3,420.4768776,367.0224,1287.904355,244,,01/12/2000,1.8,251.9837982,367.0224,254.4008602,360
2,-71.01182833,-51.01388,01/01/2000,13.1,687.8036779,365.73935,1383.304677,244,,,,,,,
0,0,0,01/02/2000,12.4,637.8106654,366.0757,1038.803512,244,,,,,,,
0,0,0,01/03/2000,10.2,521.8650414,366.5558,805.6027238,244,,,,,,,
0,0,0,01/04/2000,7.2,396.0584168,367.2937,441.0982656,244,,,,,,,
0,0,0,01/05/2000,3.9,288.0076226,368.03515,227.9007706,244,,,,,,,
0,0,0,01/06/2000,1.4,235.1105822,367.5628,123.0971904,244,,,,,,,
0,0,0,01/07/2000,1.1,237.8895082,366.9831,164.3005555,244,,,,,,,
0,0,0,01/08/2000,2.5,276.0182541,366.19695,312.7010573,244,,,,,,,
0,0,0,01/09/2000,5,349.041692,365.55685,630.8731008,244,,,,,,,
0,0,0,01/10/2000,7.8,460.6837474,365.68045,1022.903459,244,,,,,,,
0,0,0,01/11/2000,10.2,563.9228344,366.36865,1236.100954,244,,,,,,,
0,0,0,01/12/2000,12,639.0437158,367.0224,1367.404623,244,,,,,,,
3,-71.01654667,-51.01032167,01/01/2000,13.1,687.8036779,365.73935,1383.304677,244,,,,,,,
0,0,0,01/02/2000,12.4,637.8106654,366.0757,1038.803512,244,,,,,,,
0,0,0,01/03/2000,10.2,521.8650414,366.5558,805.6027238,244,,,,,,,
0,0,0,01/04/2000,7.2,396.0584168,367.2937,441.0982656,244,,,,,,,
0,0,0,01/05/2000,3.9,288.0076226,368.03515,227.9007706,244,,,,,,,
0,0,0,01/06/2000,1.4,235.1105822,367.5628,123.0971904,244,,,,,,,
0,0,0,01/07/2000,1.1,237.8895082,366.9831,164.3005555,244,,,,,,,
0,0,0,01/08/2000,2.5,276.0182541,366.19695,312.7010573,244,,,,,,,
0,0,0,01/09/2000,5,349.041692,365.55685,630.8731008,244,,,,,,,
0,0,0,01/10/2000,7.8,460.6837474,365.68045,1022.903459,244,,,,,,,
0,0,0,01/11/2000,10.2,563.9228344,366.36865,1236.100954,244,,,,,,,
0,0,0,01/12/2000,12,639.0437158,367.0224,1367.404623,244,,,,,,,
4,-71.01652167,-51.01029167,01/01/2000,13.1,687.8036779,365.73935,1383.304677,244,,,,,,,
0,0,0,01/02/2000,12.4,637.8106654,366.0757,1038.803512,244,,,,,,,
0,0,0,01/03/2000,10.2,521.8650414,366.5558,805.6027238,244,,,,,,,
0,0,0,01/04/2000,7.2,396.0584168,367.2937,441.0982656,244,,,,,,,
0,0,0,01/05/2000,3.9,288.0076226,368.03515,227.9007706,244,,,,,,,
0,0,0,01/06/2000,1.4,235.1105822,367.5628,123.0971904,244,,,,,,,
0,0,0,01/07/2000,1.1,237.8895082,366.9831,164.3005555,244,,,,,,,
0,0,0,01/08/2000,2.5,276.0182541,366.19695,312.7010573,244,,,,,,,
0,0,0,01/09/2000,5,349.041692,365.55685,630.8731008,244,,,,,,,
0,0,0,01/10/2000,7.8,460.6837474,365.68045,1022.903459,244,,,,,,,
0,0,0,01/11/2000,10.2,563.9228344,366.36865,1236.100954,244,,,,,,,
0,0,0,01/12/2000,12,639.0437158,367.0224,1367.404623,244,,,,,,,
5,-72.000085,-51.009565,01/01/2000,11.1,532.1991574,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.6,492.0325554,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,415.2818127,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.1,324.6116022,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.1,247.4526478,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.7,206.7633523,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,211.3266359,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,243.1325558,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,3.9,301.0878679,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,373.4129718,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,449.8606988,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.9651255,367.0224,1393.904713,396,,,,,,,
6,-72.00516167,-51.00954167,01/01/2000,11.1,530.0851587,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.6,492.1603561,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,413.4821082,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.1,321.7872553,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.1,247.6052551,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.7,205.7995703,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,210.2500543,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,242.6491908,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,3.9,299.3922805,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,372.4518059,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,449.3058632,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.3429688,367.0224,1393.904713,396,,,,,,,
7,-72.00234667,-51.00889333,01/01/2000,11.1,530.0851587,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.6,492.1603561,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,413.4821082,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.1,321.7872553,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.1,247.6052551,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.7,205.7995703,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,210.2500543,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,242.6491908,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,3.9,299.3922805,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,372.4518059,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,449.3058632,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.3429688,367.0224,1393.904713,396,,,,,,,
8,-72.00304667,-51.00524667,01/01/2000,11.2,535.8772645,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.7,494.8087528,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,412.1323298,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.2,326.5795633,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.2,247.829656,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.8,206.3872327,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,209.1101444,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,241.3372003,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,4,301.2639051,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,373.3168552,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,450.5265016,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.5918315,367.0224,1393.904713,396,,,,,,,
9,-72.00439833,-51.00370833,01/01/2000,11.2,535.8772645,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.7,494.8087528,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,412.1323298,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.2,326.5795633,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.2,247.829656,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.8,206.3872327,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,209.1101444,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,241.3372003,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,4,301.2639051,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,373.3168552,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,450.5265016,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.5918315,367.0224,1393.904713,396,,,,,,,
10,-72.00465,-51.00370833,01/01/2000,11.2,535.8772645,365.73935,1393.904713,396,,,,,,,
0,0,0,01/02/2000,10.7,494.8087528,366.0757,1038.803512,396,,,,,,,
0,0,0,01/03/2000,8.7,412.1323298,366.5558,805.6027238,396,,,,,,,
0,0,0,01/04/2000,6.2,326.5795633,367.2937,430.8401664,396,,,,,,,
0,0,0,01/05/2000,3.2,247.829656,368.03515,227.9007706,396,,,,,,,
0,0,0,01/06/2000,0.8,206.3872327,367.5628,128.22624,396,,,,,,,
0,0,0,01/07/2000,0.5,209.1101444,366.9831,164.3005555,396,,,,,,,
0,0,0,01/08/2000,1.7,241.3372003,366.19695,323.3010931,396,,,,,,,
0,0,0,01/09/2000,4,301.2639051,365.55685,636.0021504,396,,,,,,,
0,0,0,01/10/2000,6.4,373.3168552,365.68045,1022.903459,396,,,,,,,
0,0,0,01/11/2000,8.5,450.5265016,366.36865,1277.13335,396,,,,,,,
0,0,0,01/12/2000,10.2,499.5918315,367.0224,1393.904713,396,,,,,,,
11,-72.01403333,-50.009225,01/01/2000,10.1,513.6870567,365.73935,1489.305036,610,,,,,,,
0,0,0,01/02/2000,9.6,479.409849,366.0757,1115.39732,610,,,,,,,
0,0,0,01/03/2000,7.3,394.3849386,366.5558,885.1029926,610,,,,,,,
0,0,0,01/04/2000,4.5,309.7581583,367.2937,487.259712,610,,,,,,,
0,0,0,01/05/2000,1.4,234.7051026,368.03515,233.2007885,610,,,,,,,
0,0,0,01/06/2000,-1.3,193.6265219,367.5628,133.3552896,610,,,,,,,
0,0,0,01/07/2000,-1.6,196.4547114,366.9831,169.6005734,610,,,,,,,
0,0,0,01/08/2000,-0.3,217.5477479,366.19695,333.901129,610,,,,,,,
0,0,0,01/09/2000,2,268.5937127,365.55685,661.6473984,610,,,,,,,
0,0,0,01/10/2000,4.7,343.3367489,365.68045,1097.103709,610,,,,,,,
0,0,0,01/11/2000,7.1,418.1628628,366.36865,1333.552896,610,,,,,,,
0,0,0,01/12/2000,9.1,484.4485309,367.0224,1478.705,610,,,,,,,
12,-72.01302667,-50.00874167,01/01/2000,10.1,513.6870567,365.73935,1489.305036,610,,,,,,,
0,0,0,01/02/2000,9.6,479.409849,366.0757,1115.39732,610,,,,,,,
0,0,0,01/03/2000,7.3,394.3849386,366.5558,885.1029926,610,,,,,,,
0,0,0,01/04/2000,4.5,309.7581583,367.2937,487.259712,610,,,,,,,
0,0,0,01/05/2000,1.4,234.7051026,368.03515,233.2007885,610,,,,,,,
0,0,0,01/06/2000,-1.3,193.6265219,367.5628,133.3552896,610,,,,,,,
0,0,0,01/07/2000,-1.6,196.4547114,366.9831,169.6005734,610,,,,,,,
0,0,0,01/08/2000,-0.3,217.5477479,366.19695,333.901129,610,,,,,,,
0,0,0,01/09/2000,2,268.5937127,365.55685,661.6473984,610,,,,,,,
0,0,0,01/10/2000,4.7,343.3367489,365.68045,1097.103709,610,,,,,,,
0,0,0,01/11/2000,7.1,418.1628628,366.36865,1333.552896,610,,,,,,,
0,0,0,01/12/2000,9.1,484.4485309,367.0224,1478.705,610,,,,,,,
13,-72.01656167,-50.00787833,01/01/2000,9.9,503.7996177,365.73935,1489.305036,610,,,,,,,
0,0,0,01/02/2000,9.4,471.9405793,366.0757,1115.39732,610,,,,,,,
0,0,0,01/03/2000,7.1,389.4179482,366.5558,885.1029926,610,,,,,,,
0,0,0,01/04/2000,4.3,306.6051467,367.2937,487.259712,610,,,,,,,
0,0,0,01/05/2000,1.2,234.2146046,368.03515,233.2007885,610,,,,,,,
0,0,0,01/06/2000,-1.5,194.461544,367.5628,133.3552896,610,,,,,,,
0,0,0,01/07/2000,-1.8,194.3243829,366.9831,169.6005734,610,,,,,,,
0,0,0,01/08/2000,-0.5,219.3987055,366.19695,333.901129,610,,,,,,,
0,0,0,01/09/2000,1.8,264.8430566,365.55685,661.6473984,610,,,,,,,
0,0,0,01/10/2000,4.5,337.6347082,365.68045,1097.103709,610,,,,,,,
0,0,0,01/11/2000,6.9,411.1660945,366.36865,1333.552896,610,,,,,,,
0,0,0,01/12/2000,8.9,474.1846435,367.0224,1478.705,610,,,,,,,
14,-73.00047667,-50.00775833,01/01/2000,4.1,223.5512067,365.73935,1256.104247,1219,,,,,,,
0,0,0,01/02/2000,3.9,240.5311768,366.0757,962.209705,1219,,,,,,,
0,0,0,01/03/2000,2,216.2436904,366.5558,683.7023117,1219,,,,,,,
0,0,0,01/04/2000,-0.4,179.5462427,367.2937,343.6463232,1219,,,,,,,
0,0,0,01/05/2000,-3,157.6828689,368.03515,169.6005734,1219,,,,,,,
0,0,0,01/06/2000,-5.5,133.938836,367.5628,92.3228928,1219,,,,,,,
0,0,0,01/07/2000,-5.8,132.4105962,366.9831,116.6003942,1219,,,,,,,
0,0,0,01/08/2000,-4.8,135.5323558,366.19695,233.2007885,1219,,,,,,,
0,0,0,01/09/2000,-2.9,147.76662,365.55685,482.1306624,1219,,,,,,,
0,0,0,01/10/2000,-0.5,167.4048631,365.68045,832.1028134,1219,,,,,,,
0,0,0,01/11/2000,1.5,184.6672728,366.36865,1041.197069,1219,,,,,,,
0,0,0,01/12/2000,3.2,207.408447,367.0224,1192.504032,1219,,,,,,,
15,-73.00039167,-50.00769833,01/01/2000,4.1,223.5512067,365.73935,1256.104247,1219,,,,,,,
0,0,0,01/02/2000,3.9,240.5311768,366.0757,962.209705,1219,,,,,,,
0,0,0,01/03/2000,2,216.2436904,366.5558,683.7023117,1219,,,,,,,
0,0,0,01/04/2000,-0.4,179.5462427,367.2937,343.6463232,1219,,,,,,,
0,0,0,01/05/2000,-3,157.6828689,368.03515,169.6005734,1219,,,,,,,
0,0,0,01/06/2000,-5.5,133.938836,367.5628,92.3228928,1219,,,,,,,
0,0,0,01/07/2000,-5.8,132.4105962,366.9831,116.6003942,1219,,,,,,,
0,0,0,01/08/2000,-4.8,135.5323558,366.19695,233.2007885,1219,,,,,,,
0,0,0,01/09/2000,-2.9,147.76662,365.55685,482.1306624,1219,,,,,,,
0,0,0,01/10/2000,-0.5,167.4048631,365.68045,832.1028134,1219,,,,,,,
0,0,0,01/11/2000,1.5,184.6672728,366.36865,1041.197069,1219,,,,,,,
0,0,0,01/12/2000,3.2,207.408447,367.0224,1192.504032,1219,,,,,,,
16,-72.01261,-50.007185,01/01/2000,9.9,503.7996177,365.73935,1489.305036,610,,,,,,,
0,0,0,01/02/2000,9.4,471.9405793,366.0757,1115.39732,610,,,,,,,
0,0,0,01/03/2000,7.1,389.4179482,366.5558,885.1029926,610,,,,,,,
0,0,0,01/04/2000,4.3,306.6051467,367.2937,487.259712,610,,,,,,,
0,0,0,01/05/2000,1.2,234.2146046,368.03515,233.2007885,610,,,,,,,
0,0,0,01/06/2000,-1.5,194.461544,367.5628,133.3552896,610,,,,,,,
0,0,0,01/07/2000,-1.8,194.3243829,366.9831,169.6005734,610,,,,,,,
0,0,0,01/08/2000,-0.5,219.3987055,366.19695,333.901129,610,,,,,,,
0,0,0,01/09/2000,1.8,264.8430566,365.55685,661.6473984,610,,,,,,,
0,0,0,01/10/2000,4.5,337.6347082,365.68045,1097.103709,610,,,,,,,
0,0,0,01/11/2000,6.9,411.1660945,366.36865,1333.552896,610,,,,,,,
0,0,0,01/12/2000,8.9,474.1846435,367.0224,1478.705,610,,,,,,,
17,-72.01481,-49.00474,01/01/2000,8.3,434.1607125,365.73935,1584.705358,762,,,,,,,
0,0,0,01/02/2000,8,419.1694196,366.0757,1172.842675,762,,,,,,,
0,0,0,01/03/2000,5.7,340.0963554,366.5558,901.0030464,762,,,,,,,
0,0,0,01/04/2000,2.8,255.4586904,367.2937,482.1306624,762,,,,,,,
0,0,0,01/05/2000,-0.1,199.4021298,368.03515,227.9007706,762,,,,,,,
0,0,0,01/06/2000,-2.8,165.220586,367.5628,123.0971904,762,,,,,,,
0,0,0,01/07/2000,-3.3,166.2492618,366.9831,159.0005376,762,,,,,,,
0,0,0,01/08/2000,-2,180.6083525,366.19695,323.3010931,762,,,,,,,
0,0,0,01/09/2000,0.3,221.7026629,365.55685,610.3569024,762,,,,,,,
0,0,0,01/10/2000,2.9,284.5882802,365.68045,1022.903459,762,,,,,,,
0,0,0,01/11/2000,5.2,345.9849485,366.36865,1384.843392,762,,,,,,,
0,0,0,01/12/2000,7.2,402.4562835,367.0224,1605.90543,762,,,,,,,
18,-72.01572833,-49.00243833,01/01/2000,8.3,434.1607125,365.73935,1584.705358,762,,,,,,,
0,0,0,01/02/2000,8,419.1694196,366.0757,1172.842675,762,,,,,,,
0,0,0,01/03/2000,5.7,340.0963554,366.5558,901.0030464,762,,,,,,,
0,0,0,01/04/2000,2.8,255.4586904,367.2937,482.1306624,762,,,,,,,
0,0,0,01/05/2000,-0.1,199.4021298,368.03515,227.9007706,762,,,,,,,
0,0,0,01/06/2000,-2.8,165.220586,367.5628,123.0971904,762,,,,,,,
0,0,0,01/07/2000,-3.3,166.2492618,366.9831,159.0005376,762,,,,,,,
0,0,0,01/08/2000,-2,180.6083525,366.19695,323.3010931,762,,,,,,,
0,0,0,01/09/2000,0.3,221.7026629,365.55685,610.3569024,762,,,,,,,
0,0,0,01/10/2000,2.9,284.5882802,365.68045,1022.903459,762,,,,,,,
0,0,0,01/11/2000,5.2,345.9849485,366.36865,1384.843392,762,,,,,,,
0,0,0,01/12/2000,7.2,402.4562835,367.0224,1605.90543,762,,,,,,,
19,-71.0147,-46.01471333,01/01/2000,11.7,581.6919701,365.73935,1722.505824,762,,,,,,,
0,0,0,01/02/2000,11.4,562.7095362,366.0757,1278.15916,762,,,,,,,
0,0,0,01/03/2000,9.1,455.4417128,366.5558,1049.403548,762,,,,,,,
0,0,0,01/04/2000,6,346.6817988,367.2937,615.485952,762,,,,,,,
0,0,0,01/05/2000,3.2,269.269803,368.03515,312.7010573,762,,,,,,,
0,0,0,01/06/2000,0.8,216.6127526,367.5628,194.9038848,762,,,,,,,
0,0,0,01/07/2000,0.1,216.1668102,366.9831,238.5008064,762,,,,,,,
0,0,0,01/08/2000,1.4,242.1388951,366.19695,402.8013619,762,,,,,,,
0,0,0,01/09/2000,3.6,304.5074134,365.55685,753.9702912,762,,,,,,,
0,0,0,01/10/2000,6.1,383.734597,365.68045,1245.504211,762,,,,,,,
0,0,0,01/11/2000,8.3,461.1999702,366.36865,1513.069632,762,,,,,,,
0,0,0,01/12/2000,10.4,537.4642403,367.0224,1722.505824,762,,,,,,,
20,-71.01444333,-46.01444333,01/01/2000,11.7,581.6919701,365.73935,1722.505824,762,,,,,,,
0,0,0,01/02/2000,11.4,562.7095362,366.0757,1278.15916,762,,,,,,,
0,0,0,01/03/2000,9.1,455.4417128,366.5558,1049.403548,762,,,,,,,
0,0,0,01/04/2000,6,346.6817988,367.2937,615.485952,762,,,,,,,
0,0,0,01/05/2000,3.2,269.269803,368.03515,312.7010573,762,,,,,,,
0,0,0,01/06/2000,0.8,216.6127526,367.5628,194.9038848,762,,,,,,,
0,0,0,01/07/2000,0.1,216.1668102,366.9831,238.5008064,762,,,,,,,
0,0,0,01/08/2000,1.4,242.1388951,366.19695,402.8013619,762,,,,,,,
0,0,0,01/09/2000,3.6,304.5074134,365.55685,753.9702912,762,,,,,,,
0,0,0,01/10/2000,6.1,383.734597,365.68045,1245.504211,762,,,,,,,
0,0,0,01/11/2000,8.3,461.1999702,366.36865,1513.069632,762,,,,,,,
0,0,0,01/12/2000,10.4,537.4642403,367.0224,1722.505824,762,,,,,,,
21,-71.01143833,-46.000945,01/01/2000,11.7,581.4170035,365.73935,1722.505824,762,,,,,,,
0,0,0,01/02/2000,11.4,563.1138784,366.0757,1278.15916,762,,,,,,,
0,0,0,01/03/2000,9.1,456.3662329,366.5558,1049.403548,762,,,,,,,
0,0,0,01/04/2000,6,345.2793644,367.2937,615.485952,762,,,,,,,
0,0,0,01/05/2000,3.2,268.3476461,368.03515,312.7010573,762,,,,,,,
0,0,0,01/06/2000,0.8,218.7484624,367.5628,194.9038848,762,,,,,,,
0,0,0,01/07/2000,0.1,215.9207466,366.9831,238.5008064,762,,,,,,,
0,0,0,01/08/2000,1.4,241.5982556,366.19695,402.8013619,762,,,,,,,
0,0,0,01/09/2000,3.6,304.6655169,365.55685,753.9702912,762,,,,,,,
0,0,0,01/10/2000,6.1,383.3580174,365.68045,1245.504211,762,,,,,,,
0,0,0,01/11/2000,8.3,461.3094408,366.36865,1513.069632,762,,,,,,,
0,0,0,01/12/2000,10.4,536.8337097,367.0224,1722.505824,762,,,,,,,
22,-71.58194444,-44.85472222,01/01/2000,10.7,471.0074997,365.73935,1584.705358,960,,,,,,,
0,0,0,01/02/2000,10.6,473.5014592,366.0757,1239.862257,960,,,,,,,
0,0,0,01/03/2000,8.6,386.446629,366.5558,980.5033152,960,,,,,,,
0,0,0,01/04/2000,5.8,297.3737891,367.2937,569.3245056,960,,,,,,,
0,0,0,01/05/2000,3.5,235.4072726,368.03515,296.8010035,960,,,,,,,
0,0,0,01/06/2000,1.3,193.570225,367.5628,194.9038848,960,,,,,,,
0,0,0,01/07/2000,0.5,202.0173714,366.9831,238.5008064,960,,,,,,,
0,0,0,01/08/2000,1.6,217.672543,366.19695,402.8013619,960,,,,,,,
0,0,0,01/09/2000,3.3,265.9983403,365.55685,702.6797952,960,,,,,,,
0,0,0,01/10/2000,5.4,314.4259819,365.68045,1118.303781,960,,,,,,,
0,0,0,01/11/2000,7.3,372.6053192,366.36865,1369.456243,960,,,,,,,
0,0,0,01/12/2000,9.3,430.0005789,367.0224,1584.705358,960,,,,,,,
23,-71.7225,-44.83416667,01/01/2000,10.5,457.4040976,365.73935,1531.705179,1080,,,,,,,
0,0,0,01/02/2000,10.4,453.7297833,366.0757,1187.204014,1080,,,,,,,
0,0,0,01/03/2000,8.4,370.9892897,366.5558,948.7032077,1080,,,,,,,
0,0,0,01/04/2000,5.7,287.9006304,367.2937,543.6792576,1080,,,,,,,
0,0,0,01/05/2000,3.4,228.5265401,368.03515,280.9009498,1080,,,,,,,
0,0,0,01/06/2000,1.2,194.1130142,367.5628,174.3876864,1080,,,,,,,
0,0,0,01/07/2000,0.5,204.043878,366.9831,227.9007706,1080,,,,,,,
0,0,0,01/08/2000,1.4,216.9991605,366.19695,376.3012723,1080,,,,,,,
0,0,0,01/09/2000,3.2,260.8935449,365.55685,646.2602496,1080,,,,,,,
0,0,0,01/10/2000,5.3,309.3951472,365.68045,991.103351,1080,,,,,,,
0,0,0,01/11/2000,7.1,357.3446751,366.36865,1277.13335,1080,,,,,,,
0,0,0,01/12/2000,9.1,411.0647482,367.0224,1515.805125,1080,,,,,,,
24,146.9,-43.35,01/01/2000,14.2,636.8338107,365.73935,1282.604337,120,,,,,,,
0,0,0,01/02/2000,14.4,634.9631666,366.0757,1000.506609,120,,,,,,,
0,0,0,01/03/2000,13.5,585.9299009,366.5558,795.002688,120,,,,,,,
0,0,0,01/04/2000,11.8,506.2478736,367.2937,497.5178112,120,,,,,,,
0,0,0,01/05/2000,10.2,442.6022776,368.03515,323.3010931,120,,,,,,,
0,0,0,01/06/2000,8.6,388.0107379,367.5628,235.9362816,120,,,,,,,
0,0,0,01/07/2000,8.1,372.5725012,366.9831,280.9009498,120,,,,,,,
0,0,0,01/08/2000,8.5,399.1487256,366.19695,424.0014336,120,,,,,,,
0,0,0,01/09/2000,9.3,437.3800494,365.55685,671.9054976,120,,,,,,,
0,0,0,01/10/2000,10.3,469.8737579,365.68045,954.0032256,120,,,,,,,
0,0,0,01/11/2000,11.6,520.7689418,366.36865,1113.003763,120,,,,,,,
0,0,0,01/12/2000,12.9,566.8357621,367.0224,1261.404265,120,,,,,,,
25,147.0166667,-43.3,01/01/2000,14.3,644.883005,365.73935,1303.804408,100,,,,,,,
0,0,0,01/02/2000,14.6,650.037594,366.0757,1019.65506,100,,,,,,,
0,0,0,01/03/2000,13.6,598.0121606,366.5558,810.9027418,100,,,,,,,
0,0,0,01/04/2000,11.8,508.8773732,367.2937,497.5178112,100,,,,,,,
0,0,0,01/05/2000,10.2,442.7267089,368.03515,318.0010752,100,,,,,,,
0,0,0,01/06/2000,8.5,384.7230002,367.5628,241.0653312,100,,,,,,,
0,0,0,01/07/2000,8,377.5528038,366.9831,280.9009498,100,,,,,,,
0,0,0,01/08/2000,8.5,402.8106406,366.19695,434.6014694,100,,,,,,,
0,0,0,01/09/2000,9.3,442.5339654,365.55685,677.0345472,100,,,,,,,
0,0,0,01/10/2000,10.3,478.6423964,365.68045,969.9032794,100,,,,,,,
0,0,0,01/11/2000,11.7,531.7855213,366.36865,1128.390912,100,,,,,,,
0,0,0,01/12/2000,13,582.9867504,367.0224,1298.50439,100,,,,,,,
26,171.5833333,-43.25,01/01/2000,11.1,496.1290556,365.73935,1505.205089,1111.5,,,,,,,
0,0,0,01/02/2000,11.1,489.5228098,366.0757,1225.500918,1111.5,,,,,,,
0,0,0,01/03/2000,9.3,423.4410495,366.5558,1022.903459,1111.5,,,,,,,
0,0,0,01/04/2000,6.4,342.6556614,367.2937,620.6150016,1111.5,,,,,,,
0,0,0,01/05/2000,3.7,281.6664084,368.03515,371.0012544,1111.5,,,,,,,
0,0,0,01/06/2000,1.2,231.0171356,367.5628,251.3234304,1111.5,,,,,,,
0,0,0,01/07/2000,0.5,222.6624069,366.9831,307.4010394,1111.5,,,,,,,
0,0,0,01/08/2000,1.7,230.8412763,366.19695,482.3016307,1111.5,,,,,,,
0,0,0,01/09/2000,3.7,277.0489263,365.55685,764.2283904,1111.5,,,,,,,
0,0,0,01/10/2000,5.7,313.6322071,365.68045,1123.603799,1111.5,,,,,,,
0,0,0,01/11/2000,7.6,377.8268317,366.36865,1364.327194,1111.5,,,,,,,
0,0,0,01/12/2000,9.7,428.3736664,367.0224,1510.505107,1111.5,,,,,,,
